anio,iso3,iso3_desc_fundar,es_agregacion,letra,gran_sector,id_tipo_sector,tipo_sector,particip_va_pib,geocodigoFundar,geonombreFundar
1972,NIC,Nicaragua,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.160143298143984,NIC,Nicaragua
1972,NER,Níger,0,AB,Agro y pesca,1,Bienes,0.393380150581391,NER,Níger
1972,NER,Níger,0,F,Construcción,1,Bienes,0.0274951453888845,NER,Níger
1972,NER,Níger,0,D,Industria manufacturera,1,Bienes,0.0816993718387607,NER,Níger
1972,NER,Níger,0,CE,Energía y minería,1,Bienes,0.151856061699034,NER,Níger
1972,NER,Níger,0,JKLMNOP,Otros servicios,2,Servicios,0.22801188772813,NER,Níger
1972,NER,Níger,0,I,Transporte y comunicaciones,2,Servicios,0.0222727719597928,NER,Níger
1972,NER,Níger,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.0952846108040073,NER,Níger
1972,NGA,Nigeria,0,AB,Agro y pesca,1,Bienes,0.196391239742149,NGA,Nigeria
1972,NGA,Nigeria,0,F,Construcción,1,Bienes,0.0995456848079291,NGA,Nigeria
1972,NGA,Nigeria,0,D,Industria manufacturera,1,Bienes,0.151085430936622,NGA,Nigeria
1972,NGA,Nigeria,0,CE,Energía y minería,1,Bienes,0.060587290195985,NGA,Nigeria
1972,NGA,Nigeria,0,JKLMNOP,Otros servicios,2,Servicios,0.268252015167543,NGA,Nigeria
1972,NGA,Nigeria,0,I,Transporte y comunicaciones,2,Servicios,0.128442627489887,NGA,Nigeria
1972,NGA,Nigeria,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.095695711659885,NGA,Nigeria
1972,NOR,Noruega,0,AB,Agro y pesca,1,Bienes,0.0530091750535548,NOR,Noruega
1972,NOR,Noruega,0,F,Construcción,1,Bienes,0.0652257386524393,NOR,Noruega
1972,NOR,Noruega,0,D,Industria manufacturera,1,Bienes,0.200042439675033,NOR,Noruega
1972,NOR,Noruega,0,CE,Energía y minería,1,Bienes,0.0376601592498282,NOR,Noruega
1972,NOR,Noruega,0,JKLMNOP,Otros servicios,2,Servicios,0.324178489147569,NOR,Noruega
1972,NOR,Noruega,0,I,Transporte y comunicaciones,2,Servicios,0.154025706317449,NOR,Noruega
1972,NOR,Noruega,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.165858291904127,NOR,Noruega
1972,FSM,Micronesia,0,AB,Agro y pesca,1,Bienes,0.244535082235916,FSM,Micronesia
1972,FSM,Micronesia,0,F,Construcción,1,Bienes,0.0406535338889377,FSM,Micronesia
1972,FSM,Micronesia,0,D,Industria manufacturera,1,Bienes,0.0139416155477735,FSM,Micronesia
1972,FSM,Micronesia,0,CE,Energía y minería,1,Bienes,0.0197855493498918,FSM,Micronesia
1972,FSM,Micronesia,0,JKLMNOP,Otros servicios,2,Servicios,0.478570956339754,FSM,Micronesia
1972,FSM,Micronesia,0,I,Transporte y comunicaciones,2,Servicios,0.0709350169342947,FSM,Micronesia
1972,FSM,Micronesia,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.131578245703432,FSM,Micronesia
1972,MHL,Islas Marshall,0,AB,Agro y pesca,1,Bienes,,MHL,Islas Marshall
1972,MHL,Islas Marshall,0,F,Construcción,1,Bienes,,MHL,Islas Marshall
1972,MHL,Islas Marshall,0,D,Industria manufacturera,1,Bienes,,MHL,Islas Marshall
1972,MHL,Islas Marshall,0,CE,Energía y minería,1,Bienes,,MHL,Islas Marshall
1972,MHL,Islas Marshall,0,JKLMNOP,Otros servicios,2,Servicios,,MHL,Islas Marshall
1972,MHL,Islas Marshall,0,I,Transporte y comunicaciones,2,Servicios,,MHL,Islas Marshall
1972,MHL,Islas Marshall,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,,MHL,Islas Marshall
1972,PLW,Palau,0,AB,Agro y pesca,1,Bienes,0.170882425590337,PLW,Palau
1972,PLW,Palau,0,F,Construcción,1,Bienes,0.227924985173089,PLW,Palau
1972,PLW,Palau,0,D,Industria manufacturera,1,Bienes,0.004184250705465,PLW,Palau
1972,PLW,Palau,0,CE,Energía y minería,1,Bienes,0.0205356813984555,PLW,Palau
1972,PLW,Palau,0,JKLMNOP,Otros servicios,2,Servicios,0.390468955914754,PLW,Palau
1972,PLW,Palau,0,I,Transporte y comunicaciones,2,Servicios,0.0410755571139774,PLW,Palau
1972,PLW,Palau,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.144928144103923,PLW,Palau
1972,PAK,Pakistán,0,AB,Agro y pesca,1,Bienes,0.389147439404811,PAK,Pakistán
1972,PAK,Pakistán,0,F,Construcción,1,Bienes,0.0246112030964035,PAK,Pakistán
1972,PAK,Pakistán,0,D,Industria manufacturera,1,Bienes,0.109644007593051,PAK,Pakistán
1972,PAK,Pakistán,0,CE,Energía y minería,1,Bienes,0.0326172957347443,PAK,Pakistán
1972,PAK,Pakistán,0,JKLMNOP,Otros servicios,2,Servicios,0.183201547036732,PAK,Pakistán
1972,PAK,Pakistán,0,I,Transporte y comunicaciones,2,Servicios,0.0704256365730834,PAK,Pakistán
1972,PAK,Pakistán,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.190352870561174,PAK,Pakistán
1972,PAN,Panamá,0,AB,Agro y pesca,1,Bienes,0.104932772197888,PAN,Panamá
1972,PAN,Panamá,0,F,Construcción,1,Bienes,0.0469066566169234,PAN,Panamá
1972,PAN,Panamá,0,D,Industria manufacturera,1,Bienes,0.165208750074447,PAN,Panamá
1972,PAN,Panamá,0,CE,Energía y minería,1,Bienes,0.0145341475705218,PAN,Panamá
1972,PAN,Panamá,0,JKLMNOP,Otros servicios,2,Servicios,0.425916259068062,PAN,Panamá
1972,PAN,Panamá,0,I,Transporte y comunicaciones,2,Servicios,0.0753055714941295,PAN,Panamá
1972,PAN,Panamá,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.167195842978028,PAN,Panamá
1972,PNG,Papua Nueva Guinea,0,AB,Agro y pesca,1,Bienes,0.178402637637558,PNG,Papúa Nueva Guinea
1972,PNG,Papua Nueva Guinea,0,F,Construcción,1,Bienes,0.0467581344719217,PNG,Papúa Nueva Guinea
1972,PNG,Papua Nueva Guinea,0,D,Industria manufacturera,1,Bienes,0.0212071324637126,PNG,Papúa Nueva Guinea
1972,PNG,Papua Nueva Guinea,0,CE,Energía y minería,1,Bienes,0.0997053669143881,PNG,Papúa Nueva Guinea
1972,PNG,Papua Nueva Guinea,0,JKLMNOP,Otros servicios,2,Servicios,0.308184150855179,PNG,Papúa Nueva Guinea
1972,PNG,Papua Nueva Guinea,0,I,Transporte y comunicaciones,2,Servicios,0.122032779232784,PNG,Papúa Nueva Guinea
1972,PNG,Papua Nueva Guinea,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.223709798424457,PNG,Papúa Nueva Guinea
1972,PRY,Paraguay,0,AB,Agro y pesca,1,Bienes,0.182982239248468,PRY,Paraguay
1972,PRY,Paraguay,0,F,Construcción,1,Bienes,0.0210071898290577,PRY,Paraguay
1972,PRY,Paraguay,0,D,Industria manufacturera,1,Bienes,0.291797037812431,PRY,Paraguay
1972,PRY,Paraguay,0,CE,Energía y minería,1,Bienes,0.008699502477709,PRY,Paraguay
1972,PRY,Paraguay,0,JKLMNOP,Otros servicios,2,Servicios,0.313468938336892,PRY,Paraguay
1972,PRY,Paraguay,0,I,Transporte y comunicaciones,2,Servicios,0.0590270183485402,PRY,Paraguay
1972,PRY,Paraguay,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.123018073946902,PRY,Paraguay
1972,PER,Perú,0,AB,Agro y pesca,1,Bienes,0.18359375,PER,Perú
1972,PER,Perú,0,F,Construcción,1,Bienes,0.03515625,PER,Perú
1972,PER,Perú,0,D,Industria manufacturera,1,Bienes,0.15234375,PER,Perú
1972,PER,Perú,0,CE,Energía y minería,1,Bienes,0.1328125,PER,Perú
1972,PER,Perú,0,JKLMNOP,Otros servicios,2,Servicios,0.2265625,PER,Perú
1972,PER,Perú,0,I,Transporte y comunicaciones,2,Servicios,0.09765625,PER,Perú
1972,PER,Perú,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.171875,PER,Perú
1972,PHL,Filipinas,0,AB,Agro y pesca,1,Bienes,0.262174506855199,PHL,Filipinas
1972,PHL,Filipinas,0,F,Construcción,1,Bienes,0.0490895647541827,PHL,Filipinas
1972,PHL,Filipinas,0,D,Industria manufacturera,1,Bienes,0.291271797676815,PHL,Filipinas
1972,PHL,Filipinas,0,CE,Energía y minería,1,Bienes,0.031581711995201,PHL,Filipinas
1972,PHL,Filipinas,0,JKLMNOP,Otros servicios,2,Servicios,0.2120746862326,PHL,Filipinas
1972,PHL,Filipinas,0,I,Transporte y comunicaciones,2,Servicios,0.0368855944733504,PHL,Filipinas
1972,PHL,Filipinas,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.116922138012652,PHL,Filipinas
1972,POL,Polonia,0,AB,Agro y pesca,1,Bienes,0.136949246197282,POL,Polonia
1972,POL,Polonia,0,F,Construcción,1,Bienes,0.110988047385162,POL,Polonia
1972,POL,Polonia,0,D,Industria manufacturera,1,Bienes,0.309051781446959,POL,Polonia
1972,POL,Polonia,0,CE,Energía y minería,1,Bienes,0.0999012633030848,POL,Polonia
1972,POL,Polonia,0,JKLMNOP,Otros servicios,2,Servicios,0.19513007813672,POL,Polonia
1972,POL,Polonia,0,I,Transporte y comunicaciones,2,Servicios,0.0535392423977322,POL,Polonia
1972,POL,Polonia,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.0944403411330599,POL,Polonia
1972,PRT,Portugal,0,AB,Agro y pesca,1,Bienes,0.267623643653295,PRT,Portugal
1972,PRT,Portugal,0,F,Construcción,1,Bienes,0.0559951074555399,PRT,Portugal
1972,PRT,Portugal,0,D,Industria manufacturera,1,Bienes,0.20854011966891,PRT,Portugal
1972,PRT,Portugal,0,CE,Energía y minería,1,Bienes,0.0233905767862649,PRT,Portugal
1972,PRT,Portugal,0,JKLMNOP,Otros servicios,2,Servicios,0.224276557017465,PRT,Portugal
1972,PRT,Portugal,0,I,Transporte y comunicaciones,2,Servicios,0.0765358121113186,PRT,Portugal
1972,PRT,Portugal,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.143638183307208,PRT,Portugal
1972,GNB,Guinea-Bissau,0,AB,Agro y pesca,1,Bienes,0.457812243279964,GNB,Guinea-Bissau
1972,GNB,Guinea-Bissau,0,F,Construcción,1,Bienes,0.0863838491222529,GNB,Guinea-Bissau
1972,GNB,Guinea-Bissau,0,D,Industria manufacturera,1,Bienes,0.120341123495321,GNB,Guinea-Bissau
1972,GNB,Guinea-Bissau,0,CE,Energía y minería,1,Bienes,0.0178973607888013,GNB,Guinea-Bissau
1972,GNB,Guinea-Bissau,0,JKLMNOP,Otros servicios,2,Servicios,0.0773615328968351,GNB,Guinea-Bissau
1972,GNB,Guinea-Bissau,0,I,Transporte y comunicaciones,2,Servicios,0.0302197235573992,GNB,Guinea-Bissau
1972,GNB,Guinea-Bissau,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.209984166859427,GNB,Guinea-Bissau
1972,TLS,Timor Oriental,0,AB,Agro y pesca,1,Bienes,,TLS,Timor-Leste
1972,TLS,Timor Oriental,0,F,Construcción,1,Bienes,,TLS,Timor-Leste
1972,TLS,Timor Oriental,0,D,Industria manufacturera,1,Bienes,,TLS,Timor-Leste
1972,TLS,Timor Oriental,0,CE,Energía y minería,1,Bienes,,TLS,Timor-Leste
1972,TLS,Timor Oriental,0,JKLMNOP,Otros servicios,2,Servicios,,TLS,Timor-Leste
1972,TLS,Timor Oriental,0,I,Transporte y comunicaciones,2,Servicios,,TLS,Timor-Leste
1972,TLS,Timor Oriental,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,,TLS,Timor-Leste
1972,PRI,Puerto Rico,0,AB,Agro y pesca,1,Bienes,0.042088276487636,PRI,Puerto Rico
1972,PRI,Puerto Rico,0,F,Construcción,1,Bienes,0.0919389843825516,PRI,Puerto Rico
1972,PRI,Puerto Rico,0,D,Industria manufacturera,1,Bienes,0.260432766914618,PRI,Puerto Rico
1972,PRI,Puerto Rico,0,CE,Energía y minería,1,Bienes,0.0416670875737409,PRI,Puerto Rico
1972,PRI,Puerto Rico,0,JKLMNOP,Otros servicios,2,Servicios,0.361069661391353,PRI,Puerto Rico
1972,PRI,Puerto Rico,0,I,Transporte y comunicaciones,2,Servicios,0.0360409648921111,PRI,Puerto Rico
1972,PRI,Puerto Rico,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.16676225835799,PRI,Puerto Rico
1972,QAT,Qatar,0,AB,Agro y pesca,1,Bienes,0.0071598045556881,QAT,Qatar
1972,QAT,Qatar,0,F,Construcción,1,Bienes,0.0858384849450528,QAT,Qatar
1972,QAT,Qatar,0,D,Industria manufacturera,1,Bienes,0.0300416096412849,QAT,Qatar
1972,QAT,Qatar,0,CE,Energía y minería,1,Bienes,0.661062754977698,QAT,Qatar
1972,QAT,Qatar,0,JKLMNOP,Otros servicios,2,Servicios,0.14990803827926,QAT,Qatar
1972,QAT,Qatar,0,I,Transporte y comunicaciones,2,Servicios,0.0169761072002942,QAT,Qatar
1972,QAT,Qatar,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.0490132004007214,QAT,Qatar
1972,ROU,Rumania,0,AB,Agro y pesca,1,Bienes,0.18264900557836,ROU,Rumania
1972,ROU,Rumania,0,F,Construcción,1,Bienes,0.0803317205273611,ROU,Rumania
1972,ROU,Rumania,0,D,Industria manufacturera,1,Bienes,0.418333629036242,ROU,Rumania
1972,ROU,Rumania,0,CE,Energía y minería,1,Bienes,0.0594287969463371,ROU,Rumania
1972,ROU,Rumania,0,JKLMNOP,Otros servicios,2,Servicios,0.178925127384339,ROU,Rumania
1972,ROU,Rumania,0,I,Transporte y comunicaciones,2,Servicios,0.0465078430060144,ROU,Rumania
1972,ROU,Rumania,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.0338238775213467,ROU,Rumania
1972,RUS,Rusia,0,AB,Agro y pesca,1,Bienes,,RUS,Rusia
1972,RUS,Rusia,0,F,Construcción,1,Bienes,,RUS,Rusia
1972,RUS,Rusia,0,D,Industria manufacturera,1,Bienes,,RUS,Rusia
1972,RUS,Rusia,0,CE,Energía y minería,1,Bienes,,RUS,Rusia
1972,RUS,Rusia,0,JKLMNOP,Otros servicios,2,Servicios,,RUS,Rusia
1972,RUS,Rusia,0,I,Transporte y comunicaciones,2,Servicios,,RUS,Rusia
1972,RUS,Rusia,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,,RUS,Rusia
1972,RWA,Rwanda,0,AB,Agro y pesca,1,Bienes,0.740134207213928,RWA,Ruanda
1972,RWA,Rwanda,0,F,Construcción,1,Bienes,0.0119154799957495,RWA,Ruanda
1972,RWA,Rwanda,0,D,Industria manufacturera,1,Bienes,0.0790642163596088,RWA,Ruanda
1972,RWA,Rwanda,0,CE,Energía y minería,1,Bienes,0.0408497283017928,RWA,Ruanda
1972,RWA,Rwanda,0,JKLMNOP,Otros servicios,2,Servicios,0.0709745383445824,RWA,Ruanda
1972,RWA,Rwanda,0,I,Transporte y comunicaciones,2,Servicios,0.0045793223926104,RWA,Ruanda
1972,RWA,Rwanda,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.0524825073917281,RWA,Ruanda
1972,KNA,Saint Kitts y Nevis,0,AB,Agro y pesca,1,Bienes,0.11597796050737,KNA,Saint Kitts y Nevis
1972,KNA,Saint Kitts y Nevis,0,F,Construcción,1,Bienes,0.0799379597752729,KNA,Saint Kitts y Nevis
1972,KNA,Saint Kitts y Nevis,0,D,Industria manufacturera,1,Bienes,0.108383557291918,KNA,Saint Kitts y Nevis
1972,KNA,Saint Kitts y Nevis,0,CE,Energía y minería,1,Bienes,0.0060088412525516,KNA,Saint Kitts y Nevis
1972,KNA,Saint Kitts y Nevis,0,JKLMNOP,Otros servicios,2,Servicios,0.546845155168566,KNA,Saint Kitts y Nevis
1972,KNA,Saint Kitts y Nevis,0,I,Transporte y comunicaciones,2,Servicios,0.0676885079668494,KNA,Saint Kitts y Nevis
1972,KNA,Saint Kitts y Nevis,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.0751580180374716,KNA,Saint Kitts y Nevis
1972,AIA,Anguila,0,AB,Agro y pesca,1,Bienes,0.0527730313598172,AIA,Anguila
1972,AIA,Anguila,0,F,Construcción,1,Bienes,0.131511232087807,AIA,Anguila
1972,AIA,Anguila,0,D,Industria manufacturera,1,Bienes,0.0268640193906635,AIA,Anguila
1972,AIA,Anguila,0,CE,Energía y minería,1,Bienes,0.0264718019660175,AIA,Anguila
1972,AIA,Anguila,0,JKLMNOP,Otros servicios,2,Servicios,0.307697775470559,AIA,Anguila
1972,AIA,Anguila,0,I,Transporte y comunicaciones,2,Servicios,0.116064852067814,AIA,Anguila
1972,AIA,Anguila,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.338617287657322,AIA,Anguila
1972,LCA,Santa Lucía,0,AB,Agro y pesca,1,Bienes,0.115180463749958,LCA,Santa Lucía
1972,LCA,Santa Lucía,0,F,Construcción,1,Bienes,0.056361564323712,LCA,Santa Lucía
1972,LCA,Santa Lucía,0,D,Industria manufacturera,1,Bienes,0.0651416256650028,LCA,Santa Lucía
1972,LCA,Santa Lucía,0,CE,Energía y minería,1,Bienes,0.0208606049196552,LCA,Santa Lucía
1972,LCA,Santa Lucía,0,JKLMNOP,Otros servicios,2,Servicios,0.455643523376095,LCA,Santa Lucía
1972,LCA,Santa Lucía,0,I,Transporte y comunicaciones,2,Servicios,0.0567540391012873,LCA,Santa Lucía
1972,LCA,Santa Lucía,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.23005817886429,LCA,Santa Lucía
1972,VCT,San Vicente y las Granadinas,0,AB,Agro y pesca,1,Bienes,0.141197067405358,VCT,San Vicente y las Granadinas
1972,VCT,San Vicente y las Granadinas,0,F,Construcción,1,Bienes,0.0835003345725313,VCT,San Vicente y las Granadinas
1972,VCT,San Vicente y las Granadinas,0,D,Industria manufacturera,1,Bienes,0.0820303986161542,VCT,San Vicente y las Granadinas
1972,VCT,San Vicente y las Granadinas,0,CE,Energía y minería,1,Bienes,0.0236486744632922,VCT,San Vicente y las Granadinas
1972,VCT,San Vicente y las Granadinas,0,JKLMNOP,Otros servicios,2,Servicios,0.424904131052006,VCT,San Vicente y las Granadinas
1972,VCT,San Vicente y las Granadinas,0,I,Transporte y comunicaciones,2,Servicios,0.118114400882296,VCT,San Vicente y las Granadinas
1972,VCT,San Vicente y las Granadinas,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.126604993008362,VCT,San Vicente y las Granadinas
1972,SMR,San Marino,0,AB,Agro y pesca,1,Bienes,0.0003434615636235,SMR,San Marino
1972,SMR,San Marino,0,F,Construcción,1,Bienes,0.0499484918377183,SMR,San Marino
1972,SMR,San Marino,0,D,Industria manufacturera,1,Bienes,0.365514377426961,SMR,San Marino
1972,SMR,San Marino,0,CE,Energía y minería,1,Bienes,0.0,SMR,San Marino
1972,SMR,San Marino,0,JKLMNOP,Otros servicios,2,Servicios,0.360596869574196,SMR,San Marino
1972,SMR,San Marino,0,I,Transporte y comunicaciones,2,Servicios,0.0538701604566884,SMR,San Marino
1972,SMR,San Marino,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.169726639140813,SMR,San Marino
1972,STP,Santo Tomé y Príncipe,0,AB,Agro y pesca,1,Bienes,0.276084509156409,STP,Santo Tomé y Príncipe
1972,STP,Santo Tomé y Príncipe,0,F,Construcción,1,Bienes,0.081042667367157,STP,Santo Tomé y Príncipe
1972,STP,Santo Tomé y Príncipe,0,D,Industria manufacturera,1,Bienes,0.0769682527769438,STP,Santo Tomé y Príncipe
1972,STP,Santo Tomé y Príncipe,0,CE,Energía y minería,1,Bienes,0.0207454593215251,STP,Santo Tomé y Príncipe
1972,STP,Santo Tomé y Príncipe,0,JKLMNOP,Otros servicios,2,Servicios,0.172825352746923,STP,Santo Tomé y Príncipe
1972,STP,Santo Tomé y Príncipe,0,I,Transporte y comunicaciones,2,Servicios,0.117952566796758,STP,Santo Tomé y Príncipe
1972,STP,Santo Tomé y Príncipe,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.254381191834284,STP,Santo Tomé y Príncipe
1972,SAU,Arabia Saudita,0,AB,Agro y pesca,1,Bienes,0.0284083106172977,SAU,Arabia Saudita
1972,SAU,Arabia Saudita,0,F,Construcción,1,Bienes,0.0312362302923839,SAU,Arabia Saudita
1972,SAU,Arabia Saudita,0,D,Industria manufacturera,1,Bienes,0.0601592640540646,SAU,Arabia Saudita
1972,SAU,Arabia Saudita,0,CE,Energía y minería,1,Bienes,0.588942488776386,SAU,Arabia Saudita
1972,SAU,Arabia Saudita,0,JKLMNOP,Otros servicios,2,Servicios,0.219179002344748,SAU,Arabia Saudita
1972,SAU,Arabia Saudita,0,I,Transporte y comunicaciones,2,Servicios,0.0370054501224587,SAU,Arabia Saudita
1972,SAU,Arabia Saudita,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.0350692537926609,SAU,Arabia Saudita
1972,SEN,Senegal,0,AB,Agro y pesca,1,Bienes,0.227553387258789,SEN,Senegal
1972,SEN,Senegal,0,F,Construcción,1,Bienes,0.0078937376655629,SEN,Senegal
1972,SEN,Senegal,0,D,Industria manufacturera,1,Bienes,0.184636086101655,SEN,Senegal
1972,SEN,Senegal,0,CE,Energía y minería,1,Bienes,0.0163080497106125,SEN,Senegal
1972,SEN,Senegal,0,JKLMNOP,Otros servicios,2,Servicios,0.328052549804174,SEN,Senegal
1972,SEN,Senegal,0,I,Transporte y comunicaciones,2,Servicios,0.0632465180087974,SEN,Senegal
1972,SEN,Senegal,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.17230967145041,SEN,Senegal
1972,SRB,Serbia,0,AB,Agro y pesca,1,Bienes,,SRB,Serbia
1972,SRB,Serbia,0,F,Construcción,1,Bienes,,SRB,Serbia
1972,SRB,Serbia,0,D,Industria manufacturera,1,Bienes,,SRB,Serbia
1972,SRB,Serbia,0,CE,Energía y minería,1,Bienes,,SRB,Serbia
1972,SRB,Serbia,0,JKLMNOP,Otros servicios,2,Servicios,,SRB,Serbia
1972,SRB,Serbia,0,I,Transporte y comunicaciones,2,Servicios,,SRB,Serbia
1972,SRB,Serbia,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,,SRB,Serbia
1972,SYC,Seychelles,0,AB,Agro y pesca,1,Bienes,0.0972276399529739,SYC,Seychelles
1972,SYC,Seychelles,0,F,Construcción,1,Bienes,0.0330518238439448,SYC,Seychelles
1972,SYC,Seychelles,0,D,Industria manufacturera,1,Bienes,0.0243709693633035,SYC,Seychelles
1972,SYC,Seychelles,0,CE,Energía y minería,1,Bienes,0.0062093873670994,SYC,Seychelles
1972,SYC,Seychelles,0,JKLMNOP,Otros servicios,2,Servicios,0.470812874308868,SYC,Seychelles
1972,SYC,Seychelles,0,I,Transporte y comunicaciones,2,Servicios,0.0390794674253151,SYC,Seychelles
1972,SYC,Seychelles,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.329247837738495,SYC,Seychelles
1972,SLE,Sierra Leona,0,AB,Agro y pesca,1,Bienes,0.293294607840637,SLE,Sierra Leona
1972,SLE,Sierra Leona,0,F,Construcción,1,Bienes,0.0321219292027274,SLE,Sierra Leona
1972,SLE,Sierra Leona,0,D,Industria manufacturera,1,Bienes,0.0879891473421698,SLE,Sierra Leona
1972,SLE,Sierra Leona,0,CE,Energía y minería,1,Bienes,0.17597829468434,SLE,Sierra Leona
1972,SLE,Sierra Leona,0,JKLMNOP,Otros servicios,2,Servicios,0.177375676378639,SLE,Sierra Leona
1972,SLE,Sierra Leona,0,I,Transporte y comunicaciones,2,Servicios,0.101955314385382,SLE,Sierra Leona
1972,SLE,Sierra Leona,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.131285030166105,SLE,Sierra Leona
1972,SGP,Singapur,0,AB,Agro y pesca,1,Bienes,0.0232214188198412,SGP,Singapur
1972,SGP,Singapur,0,F,Construcción,1,Bienes,0.0862112554988117,SGP,Singapur
1972,SGP,Singapur,0,D,Industria manufacturera,1,Bienes,0.211672650048036,SGP,Singapur
1972,SGP,Singapur,0,CE,Energía y minería,1,Bienes,0.026583910603226,SGP,Singapur
1972,SGP,Singapur,0,JKLMNOP,Otros servicios,2,Servicios,0.291120999140416,SGP,Singapur
1972,SGP,Singapur,0,I,Transporte y comunicaciones,2,Servicios,0.11605653031299,SGP,Singapur
1972,SGP,Singapur,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.24513323557668,SGP,Singapur
1972,SVK,Eslovaquia,0,AB,Agro y pesca,1,Bienes,,SVK,Eslovaquia
1972,SVK,Eslovaquia,0,F,Construcción,1,Bienes,,SVK,Eslovaquia
1972,SVK,Eslovaquia,0,D,Industria manufacturera,1,Bienes,,SVK,Eslovaquia
1972,SVK,Eslovaquia,0,CE,Energía y minería,1,Bienes,,SVK,Eslovaquia
1972,SVK,Eslovaquia,0,JKLMNOP,Otros servicios,2,Servicios,,SVK,Eslovaquia
1972,SVK,Eslovaquia,0,I,Transporte y comunicaciones,2,Servicios,,SVK,Eslovaquia
1972,SVK,Eslovaquia,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,,SVK,Eslovaquia
1972,VNM,Vietnam,0,AB,Agro y pesca,1,Bienes,0.387981910159041,VNM,Vietnam
1972,VNM,Vietnam,0,F,Construcción,1,Bienes,0.0302696373494804,VNM,Vietnam
1972,VNM,Vietnam,0,D,Industria manufacturera,1,Bienes,0.145026400592862,VNM,Vietnam
1972,VNM,Vietnam,0,CE,Energía y minería,1,Bienes,0.0381681368546806,VNM,Vietnam
1972,VNM,Vietnam,0,JKLMNOP,Otros servicios,2,Servicios,0.259768275966193,VNM,Vietnam
1972,VNM,Vietnam,0,I,Transporte y comunicaciones,2,Servicios,0.0232918365031682,VNM,Vietnam
1972,VNM,Vietnam,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,0.115493802574574,VNM,Vietnam
1972,SVN,Eslovenia,0,AB,Agro y pesca,1,Bienes,,SVN,Eslovenia
1972,SVN,Eslovenia,0,F,Construcción,1,Bienes,,SVN,Eslovenia
1972,SVN,Eslovenia,0,D,Industria manufacturera,1,Bienes,,SVN,Eslovenia
1972,SVN,Eslovenia,0,CE,Energía y minería,1,Bienes,,SVN,Eslovenia
1972,SVN,Eslovenia,0,JKLMNOP,Otros servicios,2,Servicios,,SVN,Eslovenia
1972,SVN,Eslovenia,0,I,Transporte y comunicaciones,2,Servicios,,SVN,Eslovenia
1972,SVN,Eslovenia,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,,SVN,Eslovenia
1972,SOM,Somalia,0,AB,Agro y pesca,1,Bienes,,SOM,Somalia
1972,SOM,Somalia,0,F,Construcción,1,Bienes,,SOM,Somalia
1972,SOM,Somalia,0,D,Industria manufacturera,1,Bienes,,SOM,Somalia
1972,SOM,Somalia,0,CE,Energía y minería,1,Bienes,,SOM,Somalia
1972,SOM,Somalia,0,JKLMNOP,Otros servicios,2,Servicios,,SOM,Somalia
1972,SOM,Somalia,0,I,Transporte y comunicaciones,2,Servicios,,SOM,Somalia
1972,SOM,Somalia,0,GH,"Comercio, hotelería y restaurantes",2,Servicios,,SOM,Somalia
1972,ZAF,Sudáfrica,0,AB,Agro y pesca,1,Bienes,0.0752800369758295,ZAF,Sudáfrica
1972,ZAF,Sudáfrica,0,F,Construcción,1,Bienes,0.0530417615748434,ZAF,Sudáfrica
